area,date,description,price,size
 (Flatbush),1/18/2020 12:02,Nice 2BR Apartment In Prime Flatbush,"$1,975 ",2br -
 (Crown Heights),1/18/2020 11:58,Beautiful 3 Bedrooms in Great Location,"$3,195 ",3br -
 (Flatbush),1/18/2020 11:55,Spacious Pre-War 1BR,"$1,499 ",1br -
 (Flatbush),1/18/2020 11:53,"Brand new, super modern 3-BR apt","$2,750 ",3br -
 (Bushwick),1/18/2020 11:52,Renovated 4 Bedrooms 2.5 Bathrooms,"$4,495 ",4br -
 (Bushwick),1/18/2020 11:51,Huge Duplex 4 Bedrooms 2 Baths Great Location,"$3,600 ",4br -
 (emmons ave / sheepshead bay),1/18/2020 11:50,beautiful whole cottage house for rent $1990,"$1,990 ","2br -
                    800ft"
 (Bushwick),1/18/2020 11:47,Renovated 1 bedroom in Bushwick - Great deal! No Fee!,"$2,049 ",1br -
 (Williamsburg @ Bedford L),1/18/2020 11:45,4 bedroom Duplex in the heart of Williamsburg! - No Fee!,"$5,999 ",4br -
 (Park Slop; 1Month Broker Fee),1/18/2020 11:38,"Sunny, Charming 1BR, Open Kitchen/Full Bathroom; Park Slope","$2,155 ",1br -
 (Park Slope; Prospect Heights),1/18/2020 11:31,"Large 2BR, Whole Floor! Great 4 Couple! Park Slope Prospect Heights","$3,200 ","2br -
                    1000ft"
 (Brooklyn),1/18/2020 11:20,Spacious 4BR 2 Full Bath in Prime Flatbush,"$2,518 ",4br -
 (Flatbush/ Brooklyn College area),1/18/2020 11:18,High Floor Studio in Prime Building with Tons of Sunlight,"$1,450 ",
 (Brooklyn (Bensonhurst)),1/18/2020 10:49,NO SEC DEPOSIT! Apartment in a Building next to Park 718-373-6000,"$1,695 ",1br -
,1/18/2020 10:48,Luxury spacious one bedroom with parking,"$2,600 ",1br -
 (Greenpoint),1/18/2020 10:41,NO FEE AND 3 MONTHS FREE!!! NEW WATERFRONT+MANHATTAN VIEWS+GYM+DOORMAN,"$3,578 ",1br -
 (Greenpoint),1/18/2020 10:40,NO FEE&3 MONTHS FREE!!! NEW WATERFRONT+STUNNING VIEWS/MODERN HIGH END,"$5,416 ",2br -
 (Greenpoint),1/18/2020 10:35,ULTRA LUXURIOUS CONDO-MANHATTAN VIEWS-MARBLE BATHS-GENEROUS CLOSETS-WD,"$7,950 ","3br -
                    1445ft"
 (CROWN HEIGHTS/PROSPECT HEIGHTS),1/18/2020 10:34,NO FEE**GORGEOUS THREE ON FRANKLIN AVE***AMAZING***,"$3,076 ",3br -
 (Crown Heights),1/18/2020 10:31,"Brand New 1Bd,1Bath For Great Price🍂🍂🍂🍂","$1,950 ",1br -
 (Mill Basin),1/18/2020 10:29,Great opportunity to rent! Spacious 2 Bedroom in Mill Basin! Must See!,"$2,199 ",2br -
 (Bay Ridge @ 86th St R Station),1/18/2020 10:28,Massive No Fee 1BR | Prime Bay Ridge | Everything is NEW!,"$2,299 ","1br -
                    1000ft"
 (Bushwick @ Halsey J),1/18/2020 10:28,Great No Fee 3BR in Amazing Bushwick Location! Great Deal!,"$2,495 ",3br -
 (Crown Heights / Franklin ave),1/20/2020 11:49,Beautifully Renovated LARGE 1 bedroom apartment in PRIME Crown Heights,"$1,995 ",1br -
 (CyPRESS HiLLS BROOKlYN),1/20/2020 11:42,SE RENTA: 2CUARTOS <~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~,"$1,600 ",2br -
 (Ditmas Park @ Newkirk Plaza B/Q Trains),1/20/2020 11:38,Great No Fee 2 BR in Ditmas Park | Spacious and Clean!,"$2,199 ",2br -
 (CROWN HEIGHTS/PROSPECT HEIGHTS),1/20/2020 11:37,NO FEE**GORGEOUS THREE ON FRANKLIN AVE***AMAZING***,"$2,971 ",3br -
 (Bedstuy),1/20/2020 11:35,**Sass & Style*** BRAND NEW BLDG BedFord Ave w EVERYTHING & More!,"$2,700 ",
 (Stuyvesant Heights),1/20/2020 11:29,"HUGE PRIVATE ROOF DECK Breath Taking Views!! 1Bed Stuyvesant Heights,J","$2,361 ",1br -
 (Crown Heights),1/20/2020 11:25,"SPACIOUS 3Bed, LAUNDRY & ROOF! Crown Heights 2345AC Trains","$2,600 ",3br -
 (Stuyvesant Heights),1/20/2020 11:21,"DEAAAL of the DAY! 3Bed, Sty Heights, in Unit Laundryyyyy!","$2,500 ",3br -
 (Brooklyn (Bensonhurst)),1/20/2020 11:10,NO SEC DEPOSIT! Apartment in a Building next to Park 718-373-7700,"$1,795 ",1br -
 (Williamsburg),1/20/2020 11:10,EPIC DeaL! 2Bed Williamsburg GLJM Trains,"$2,900 ",2br -
 (Sunset Park),1/20/2020 11:07,3 bedrooms in a 3 family house,"$2,000 ",3br -
 (Brooklyn),1/20/2020 11:06,Apartment in Building near Coney Island Hospital 718-373-6000,"$1,495 ",
 (Greenpoint),1/20/2020 11:05,"CITY LIGHTS on The WATER! Beautiful, New,Amenity Rich, 2Bed Greenpoint","$3,300 ",2br -
 (bushwick),1/20/2020 11:03,Lofts for rent in Williamsburg! No Fee!,"$3,500 ",
 (BAY RIDGE),1/20/2020 11:00,MODERN 2 BEDROOM APARTMENT,"$2,000 ",2br -
 (Crown Heights),1/20/2020 10:59,"FRESH & !New! 1&2 Beds Avail, Franklin ave, Laundry, Roof, Dishwasher","$2,589 ",1br -
 (Bedstuy),1/20/2020 10:54,"NO FEE! 2Bed WD in Unit, Elevator, Balcony, Bedstuy G train","$2,450 ",2br -
 (Crown Heights),1/20/2020 10:49,No Broker Fee 3BR in Pet Friendly Bldg by Owner,"$2,100 ",3br -
 (Bedstuy),1/20/2020 10:47,🛑Lafayette Ave🛑LARGE 2BR/2 BATH +BASEMENT ROOF DECK LAUNDRY NO FEE,"$2,520 ",2br -
 (Downtown Brooklyn),1/20/2020 10:43,"ONLY THE FINEST! Gorgeous 1 Bed Dtn BK, Amenity RICH & MODERN","$3,117 ",1br -
 (Crown Heights),1/20/2020 10:37,"BRAND NEW! 3 Bed/ 2Bath, HEART of CROWN HEIGHTS, w PARKING!!","$3,750 ",3br -
 (Prospect Heights / Crown Heights),1/20/2020 10:31,Humongous Luxury 3Bed 2Bath W/Laundry - Dishwasher - Off Franklin ave,"$4,695 ","3br -
                    1200ft"
 (Canarsie),1/20/2020 10:28,1 Bedroom [SMALL BUT CUTE],"$1,199 ",1br -
 (MYRTLE AVE - J M Z & G TRAIN BEDFORD - NOSTRAND AVE ___),1/20/2020 10:19,INDUSTRIAL LOFT____ FULL MODERNIZED LOFT__UPGRADED LARGE LOFT SPACE __,"$2,800 ",2br -
 (PROSPECT PARK @ B Q & 2 / 5 TRAINS !___AMAZING PRICE!),1/20/2020 10:12,GORGEOUS ONE BEDROOM____PRE-WAR___KING SIZE BEDROOM___HUGE LIVING ROOM,"$1,800 ",1br -
 (Prospect Lefferts Gardens / Crown Heights),1/20/2020 9:57,"RENOVATED 1BR w/ Dishwasher Close to Park, Franklin Ave & Trains- PLG","$1,950 ",1br -
 (Gravesend),1/20/2020 9:33,"Gravesend, Studio for Rent OPEN HOUSE 1/22  718 594-5200","$1,399 ",300ft
" (Gravesend, Brooklyn)",1/20/2020 9:32,"Gravesend, 2 Bed/1  Bath Immediate DSJ 718 266-3700","$2,050 ",2br -
 (Prospect Lefferts Garden),1/20/2020 9:31,Spacious 1 Bedroom near Kings County Hospital,"$2,200 ","1br -
                    750ft"
 (Cypress Hills),1/20/2020 9:30,SPACIOUS 3bdrm PLUS formal dining room,"$2,750 ","3br -
                    1250ft"
 (Bay Ridge),1/20/2020 9:21,Prime Bay Ridge 2 Bedroom Apt in Elevator building,"$2,375 ","2br -
                    1000ft"
 (Clinton Hill),1/20/2020 9:00,NO FEE--DUPLEX 3bed/1.5bath--CLINTON HILL,"$3,650 ",3br -
 (prospect heights),1/20/2020 8:50,NO FEE--$2300 ONE BEDROOM--PROSPECT HEIGHTS,"$2,300 ",1br -
 (Clinton Hill),1/20/2020 8:35,NO FEE--$3200 ONE BEDROOM +BALCONY --CLINTON HILL,"$3,200 ",1br -
 (Clinton Hill),1/20/2020 8:26,NO FEE--MASSIVE 2 bed/2 bath--CLINTON HILL (luxury amenities),"$3,900 ",2br -
 (BEDSTUY),1/20/2020 8:25,EXCEPTIONAL  FOUR BEDROOM DUPLEX,"$4,000 ",
 (Canaries),1/20/2020 8:18,Two bedroom apartment with backyard,"$1,900 ",
 (Clinton Hill),1/20/2020 8:11,NO FEE--MASSIVE 3 BED/2 BATH--CLINTON HILL--BACKYARD,"$3,650 ",3br -
 (Crown Heights),1/20/2020 7:51,"Spacious Sunny Rent Stabilized 1 Bed, Steps to 3,4,5 Utica Trains!","$1,605 ",1br -
 (Prospect Heights),1/19/2020 23:54,"Prospect Heights Luxury Apt--In Unit Laundry/ Gym, Roof, Elevator","$4,100 ",2br -
 (Williamsburg),1/19/2020 23:52,"WILLIAMSBURG, 2 MONTHS FREE, 2 BEDS /2 BTHS , AMENITIES , VIEWS","$5,889 ",2br -
 (🛑SUNSET PARK ---EDWIN EGA - 347-432-6463),1/19/2020 23:07,Sunset Park__NeW__BROWNSTONE____Park Slope South Greenwood Indust Park,"$2,450 ",2br -
" (Brooklyn, Sheepsheadbay,Gravesend)",1/19/2020 22:45,"1 bedroom, private house,top floor","$1,750 ",1br -
 (Randall Manor RUMC Hospital Area),1/19/2020 22:23,Classic pre war style..Sun Drenched..Private,"$1,400 ",1br -
 (Cypress Hills),1/19/2020 22:21,2br/ba apt in Cypress Hills - Utilities included,"$2,300 ","2br -
                    1000ft"
 (ocean hills),1/19/2020 22:19,Newly Renovated 2 bedrooms apt,"$2,300 ","2br -
                    750ft"
 (Crown Heights),1/19/2020 21:58,"Spacious Sunny Rent Stabilized 1 Bed, Steps to 3,4,5 Utica Trains!","$1,605 ",1br -
 (🛑 SUNSET PARK -EDWIN EGA - 347-432-6463),1/19/2020 21:52,Sunset Park___2 BR BROWNSTONE___Park Slope South Greenwood Indust Park,"$2,650 ",2br -
 (Prospect Heights),1/19/2020 21:51,"Beautiful 3Bed/2Bath Duplex, Laundry, Yard, Steps to Everything!","$4,125 ",3br -
 (Bedford Stuyvesant),1/19/2020 21:51,"Underpriced 3 Bed/1.5 Bath on Bedford, Laundry, Awesome Deal!","$2,495 ",3br -
 (crown heights),1/19/2020 21:13,Luxury One Bedroom* Laundry in Unit* Balcony * Dishwasher and More!!!,"$2,150 ",1br -
 (Bushwick),1/19/2020 21:09,New Construction- Dishwasher & Laundry!-  By the Sway!,"$2,500 ",2br -
 (Crown Heights @ Nostrand),1/19/2020 20:59,Gorgeous 4 bedroom in Crown Heights - NO Fee!,"$4,099 ",4br -
 (Bedstuy @ Gates J),1/19/2020 20:54,3br- Amazing deal!!- Backyard access- No Fee!,"$2,600 ",3br -
 (Dumbo),1/19/2020 20:52,Tremendous corner 3 bed loft in Dumbo with original exposed beams,"$7,795 ","3br -
                    1707ft"
 (Williamsburg),1/19/2020 20:19,"Brand New 3 Bed, 3 Bath in the Heart of Williamsburg!","$4,250 ",3br -
 (Brooklyn),1/19/2020 20:07,"Spacious Luxury 3 Bedroom, Washer/Dryer in Unit Close to Transportatio","$4,400 ",3br -
 (Brooklyn Heights),1/19/2020 20:04,Remarkable 2 Bed 2 Bath with High Ceilings Double Exposure and Great N,"$6,500 ","2br -
                    925ft"
 (Bushwick),1/19/2020 19:56,"STEPS AWAY FROM DEKALB AVE ""L"" STOP!! WON'T LAST!!!","$2,220 ",2br -
 (Gravesend),1/19/2020 19:26,Gravesend  4 1/2 Rooms By Owner,$0 ,2br -
" (Prospect Lefferts Gardens @ Prospect Park B, Q trains)",1/19/2020 19:14,"On Prospect Park, New Sunny Exposed Brick 2BR - NO FEE!","$2,850 ",2br -
 (Bushwick @ Knickerbocker M train),1/19/2020 18:53,Beautiful New 3BR Apartment w Private Deck & Laundry in bldg - NO FEE!,"$3,450 ",3br -
 (Crown Heights @ Brower Park & Kingston 3 train),1/19/2020 18:20,Awesome Prewar 4BR in Prime Location for Great Price - NO FEE!,"$3,000 ",4br -
 (CROWN HEIGHTS),1/19/2020 18:09,AMAZING DEAL!!!! ONE BEDROOM ACROSS FROM BOTANICAL GARDENS!!!!!,"$2,750 ",1br -
 (CROWN HEIGHTS),1/19/2020 18:03,AMAZING DEAL!!!! ONE BEDROOM ACROSS FROM BOTANICAL GARDENS!!!!!,"$2,550 ",1br -
 (Brooklyn),1/19/2020 17:54,GORGEOUS ONE BEDROOM ON OCEAN AVE!!!,"$2,095 ",1br -
 (Brooklyn),1/19/2020 17:54,HOT!! NO FEE!! 2 BEDROOM IN PROSPECT PARK SOUTH!!,"$2,200 ",2br -
 (Brooklyn),1/19/2020 17:54,HUGE 3 BED 2 BATH IN FLATBUSH!!!!,"$2,660 ",4br -
 (Flatbush),1/19/2020 17:53,HOT!! NO FEE!!! 3 BEDROOM IN FLATBUSH!!!!!,"$2,745 ",3br -
 (BROOKLYN),1/19/2020 17:53,HOT!!! 3 BEDROOM IN PROSPECT PARK SOUTH!!!,"$2,650 ",3br -
 (Prospect Heights),1/19/2020 17:53,"Spacious, sunny room available in Prospect Heights - March 1","$1,097 ",3br -
 (Clinton Hill),1/19/2020 17:46,Amenity Filled 2 Bed 2 Bath!! March 1 No Fee!!,"$4,000 ",2br -
" (Stuyvesant Heights @ Halsey J & Ralph A,C trains)",1/19/2020 17:34,Huge Newly Renovated 3BR with Private Backyard!  NO FEE!,"$2,600 ",3br -
 (BED-STUY OFF THE GATES AVE J AND WALK TO A/C TRAINS),1/19/2020 16:57,LARGE BEDROOMS! * WINDOWS IN THE KITCHEN!  * HEAT/HOT WATER INCLUDED!,"$2,650 ",3br -
 (Bedstuy ~ No Brokers Fee),1/19/2020 16:43,Great Deal - Spacious Studio Apt with EXTRA ROOM- Heat/Hot Water Inc -,"$2,145 ",
 (Crown Heights - No Brokers Fee),1/19/2020 16:31,Very Large Apartment • 2.5 Real Bedrooms •Gut Renovated•No Brokers Fee,"$2,040 ",2br -
 (BUSHWICK J/M AND L TRAIN LINES),1/19/2020 15:30,BRAND NEW MODERN 1 BEDROOM APT *PRIVATE DECK! TOP FLOOR AMAZING VIEWS!,"$2,400 ",1br -
 (williamsburg),1/19/2020 14:55,Great Apt in best of Williamsburg mins to NYC!!! March 1st,"$3,700 ",2br -
" (Park Slope, Brooklyn)",1/19/2020 14:34,BEAUTIFUL SOUTH SLOPE 3BR,"$3,600 ",3br -
 (Bushwick),1/19/2020 14:30,Beautiful Bushwick Duplex - 1.5 Bath - No fee - Laundry - Dishwasher,"$2,400 ",2br -
 (Bedstuy Brooklyn G@Myrtle Willoughby J/M/Z@Myrtle Broadway),1/19/2020 14:19,Large 3bedroom place w/ private fenced yard~February move in!,"$2,698 ",3br -
 (Bushwick),1/19/2020 14:19,Huge two bedroom Duplex with outdoor space!!,"$3,000 ",2br -
 (Boerum Hill),1/19/2020 14:18,Location location! two bed with laundry in unit!,"$3,495 ",2br -
 (crown heights),1/19/2020 14:16,Unique two bed two bath duplex with semi private yard!,"$2,575 ",2br -
 (bushwick),1/19/2020 14:15,Brand new large two bedroom!!,"$2,499 ",2br -
" (Gravesend, Brooklyn)",1/19/2020 14:13,"Gravesend, 2 Bed/1  Bath Immediate DSJ 718 266-3700","$2,050 ",2br -
 (Gravesend),1/19/2020 14:03,"Gravesend, Studio for Rent OPEN HOUSE 1/22  718 594-5200","$1,399 ",300ft
 (Bushwick),1/19/2020 13:51,GORGEOUS✨ Pre-War 2BR 2Bath Just 3 Blocks From The J!,"$3,200 ",2br -
 (Prospect Heights),1/19/2020 13:33,"Beautiful 3Bed/2Bath Duplex, Laundry, Yard, Steps to Everything!","$4,125 ",3br -
 (Brooklyn),1/19/2020 13:26,BEAUTIFUL PRIME CROWN HEIGHTS — 2 BEDROOM / 2 BATH AVAILABLE NOW!!!,"$3,000 ",2br -
 (bushwick),1/19/2020 13:11,Large 2 bedrooms apartment,"$2,495 ",2br -
 (Crown heights),1/19/2020 13:09,"Large 2 bedrooms apartment - TRAINS --A,C","$2,995 ",2br -
,1/19/2020 13:01,🔥No Fee 🔥Prospect Height🔥Massive Room🔥Call/Text 🔥First & Security,"$2,600 ",
,1/19/2020 13:01,🔥No Fee 🔥 Crown Heights🔥Balcony🔥Massive Apt🔥2/5/S/C Trains🔥,"$2,550 ","1br -
                    1000ft"
,1/19/2020 13:00,🔥No Broker Fee 🔥 J/Z Trains🔥New Reno 🔥Laundry🔥Bushwick🔥,"$2,110 ",1br -
" (Park Slope, Brooklyn)",1/19/2020 13:00,PARK SLOPE APARTMENT FOR RENT  AVAIL. MAR 1ST NO FEES $2500/MO.,"$2,500 ","2br -
                    140ft"
 (bed stuy),1/19/2020 12:49,LARGE ONE BEDROOM,"$1,800 ",1br -
 (Prospect Park South),1/19/2020 12:48,"New LARGE Top Floor 1 bedroom right across Prospect Park! B,Q trains","$2,250 ",1br -
 (Crown Heights),1/19/2020 12:48,"Renovated Top Floor 1 bedroom in Crown Heights! Right by 2,5 trains!","$1,995 ",1br -
 (Clinton Hill),1/19/2020 12:39,Luxury Studio w/ city views Prime Clinton Hill W/D In Unit!! NO FEE,"$2,550 ",
 (Park Slope),1/19/2020 12:39,"Renovated, Bright 1 BR Apartment, Great Location","$2,663 ",1br -
 (crown heights),1/19/2020 12:35,"Spacious 4 bedroom 2 full bathroom, Dishwasher, close to prospect park","$4,099 ",4br -
 (Williamsburg),1/19/2020 12:30,"⎝NO FEE! - 1 stop from city- Waterfront Luxury 2 Br*Gym,Pool,Deck,VIEW","$5,889 ",2br -
 (Williamsburg),1/19/2020 12:28,"⎝NO FEE! - 1 stop from city- Waterfront Luxury Studio*Gym,Pool,Deck*","$3,077 ",
 (Bayridge Bay ridge),1/19/2020 12:27,"Two Bedroom duplex, washer and dryer in unit, No broker fee","$2,500 ",2br -
 (Bedford Stuyvesant),1/19/2020 12:25,1069 SQFT 1 bedroom duplex in amenity filled building,"$3,146 ","1br -
                    1069ft"
 (Bayridge Bay ridge),1/19/2020 12:23,"Two Bedroom duplex, washer and dryer in unit, No broker fee","$2,500 ",2br -
 (Bushwick/East Williamsburg),1/19/2020 12:19,$2500 / 2br - RENOVATED 2 BEDROOM RR TYPE APARTMENT-Jeff. St. L Train,"$2,500 ",2br -
" (WILLIAMSBURG__""L"" MORGAN__J & M FLUSHING STOP_______)",1/19/2020 12:15,"_""LOFT""_GIGANTIC__1500 SQ. FT.___""BRAND NEW""__LOTS OF WINDOWS___NO FEE","$5,499 ",
" (WILLIAMSBURG__""L"" MORGAN__J & M FLUSHING STOP_______)",1/19/2020 12:13,"___ALL OPEN___NEW__""LOFT""____""ARTIST & MUSICIANS  WELCOMED""____NO FEE_","$2,999 ",
" (Williamsburg, Brooklyn)",1/19/2020 12:11,"Williamsburg! STEAL 2BR, in-unit Laundry,NO FEE!","$2,500 ",2br -
 (Crown Heights),1/19/2020 12:05,Heart of Crown Heights Studio,"$1,950 ",
 (East Flatbush),1/19/2020 11:54,One bedroom near Kings County Hospital,"$1,600 ",1br -
 (Crown heights),1/19/2020 11:52,Luxury 1 bedroom with balcony. No fee,"$2,150 ",1br -
 (Park Slope),1/19/2020 11:50,Prime Park Slope studio 8th st 8th ave RENT STABILIZED GREAT DEAL,"$1,825 ",
 (Brooklyn),1/19/2020 11:49,***NO FEE*** BEAUTIFUL LUXURY Brooklyn Brownstone: Garden Apartment ❤️,"$3,100 ","1br -
                    1850ft"
 (Bedstuy No Brokers Fee),1/19/2020 11:38,Studio Apartment - Extra Full Size Room -H / HW INC - Dishwasher -,"$2,145 ",
 (Bedford-Stuyvesant),1/19/2020 11:37,No Broker Fee 3 BR in Pet Friendly Building by Owner,"$2,100 ",3br -
 (Bushwick),1/19/2020 11:36,"Modern, Light-filled Bushwick 1Bed/1Bath + W/D!","$2,500 ","1br -
                    550ft"
 (Brooklyn),1/19/2020 11:00,Apartment in Building near Coney Island Hospital 718-373-6000,"$1,495 ",
 (Williamsburg @ Meeker ave & Graham ave),1/20/2020 19:36,Breath taking BRAND NEW  Furnished 1 Bed with Balcony,"$2,800 ",1br -
" (Greenpoint, Brooklyn)",1/20/2020 19:35,"One Bedroom in Greenpoint - Greenpoint Ave. - Roof Deck, Laundry","$3,500 ",1br -
 (Bedford Stuyvesant),1/20/2020 19:33,NO FEE 1 BED - BEDFORD STUYVESANT,"$1,900 ",1br -
 (Crown Heights @  2 3 4 5 trains),1/20/2020 19:31,Beatifull block! Nice 4 br 2 ba apartment exposed brick walls,"$4,099 ",4br -
 (Flatbush @ 2 5 train),1/20/2020 19:30,Modern 2 br apartment balcony laundry close to Brooklyn college,"$2,399 ",2br -
 (East Flatbush),1/20/2020 19:28,OPEN HOUSE MO-FRI 6-6:30 PLEASE CALL ME FOR SHOWING INFORMATION,"$2,350 ",3br -
 (Bushwick),1/20/2020 19:19,Wanna Live in Renovated Church!? 1.5 Avail in Famous Bushwick Church!,"$2,749 ",1br -
 (Kensington @ East 9th & Avenue C),1/20/2020 19:18,"Uniquly Massive Duplex Apartment, one you'll only see a few of","$3,399 ",4br -
 (Bushwick @ L line),1/20/2020 19:17,Prime location ! Renovated 4 br 1.5 ba apartment,"$4,499 ",4br -
 (Park Slope @ N R F G trains),1/20/2020 19:16,Gorgeous Duplex 4br 2 ba Lots of sun light!Amazing neighborhood,"$6,093 ",4br -
" (Bushwick, Myrtle-Wyckoff L/M)",1/20/2020 19:14,"Looking to share an apt with 1 roommate only? Brand new 2 bed, 1 bath","$2,500 ",2br -
 (BUSHWICK),1/20/2020 19:14,Amazing Duplex at Gates J Train in Bushwick - No Fee! See ASAP!,"$2,500 ",1br -
 (prospect lefferts garden),1/20/2020 19:13,"SUNNY+MODERN=HAPPINESS! Steps from Prospect Park, Elevator/ Amenity Bl","$2,450 ",1br -
 (Bedford-Stuyvest @ Malcolm x BLVD & Putnam ave),1/20/2020 19:08,Spaciouse 3 bed with Lare Living Space with everything within reach.,"$2,265 ",3br -
 (Greenpoint),1/20/2020 19:07,"1 Of A Kind! Loft Bed Studio w PRIVATE BACKYARD, GreenPoint G Train","$2,600 ",1br -
 (Crown Heights),1/20/2020 19:01,"NOFeeeee! 1Bed LAUNDRY IN UNIT! 25 Trains, Crown Heights","$2,150 ",1br -
 (Brooklyn),1/20/2020 18:59,Avenue D/Troy Ave Newly Renovated 3 Bedroom FOR RENT,"$2,000 ",3br -
 (Crown/ Prospect Heights),1/20/2020 18:54,Simply Amazing!!,"$3,199 ",3br -
 (prospect lefferts garden),1/20/2020 18:50,BEST OF BOTH WORLDS! *NO FEE* 2Bed Steps from Prospect Park,"$2,600 ",2br -
 (Cypress Hills),1/20/2020 18:48,💫Great 3br duplex - one block from JZ trains - no fee💫,"$2,200 ",3br -
 (Bedford Stuyvesant),1/20/2020 18:47,💫Newly renovated 2BR  Close to C and JMZ trains. No Fee!💫,"$2,100 ",2br -
 (Brooklyn),1/20/2020 18:43,Clinton Hill Apartment with great natural light,"$1,900 ",1br -
 (Crown Heights),1/20/2020 18:40,"1Bed Elevator Bldg, Swimming Pool + Spa Services! Laundry & Gym ACFS","$2,700 ",1br -
 (Prospect Heights @ 234 AC BQ trains),1/20/2020 18:37,Great location! Recently renovated 1 br apartment,"$2,899 ",
 (Brooklyn),1/20/2020 18:16,NO FEE AFFORDABLE 2 BR NEW KITCHEN and BATH,"$1,750 ","2br -
                    1400ft"
 (Stuyvesant Heights),1/20/2020 18:03,"Cozy 1Bed Luxury Bldg, Hip Neighborhood, Laundry, Parking, Gym, Roof","$2,225 ",1br -
 (Bushwick @ Starr st & Irving Ave),1/20/2020 18:03,Newly Renovated 4 Bed Heart of Bushwick-- Best Location,"$4,500 ",4br -
" (BUSHWICK L,J TRAINS)",1/20/2020 18:02,LUXURY BUILDING!*GYM! *LAUNDRY ROOM! *PET SPA! *PARKING GARAGE! NO FEE,"$2,800 ",2br -
 (Downtown Brooklyn),1/20/2020 17:58,"LUXX Downtown BKAmenity Rich 1.5 Bed, Doorman, Elevator, Roof","$3,758 ",1br -
 (ridgewood),1/20/2020 17:57,2 bedroom 1 bathroom 1month fee,"$2,200 ",2br -
 (Bedstuy),1/20/2020 17:50,"SUNDRENCHED HEAVEN! BRand New BLD0,1,2 Beds, Laundry in Unit, Parking!","$3,200 ",1br -
 (Bedford-Stuyvest @ Pulaski Street & Throop Ave),1/20/2020 17:49,Gorgeouse Modern Open Concept 2 Bed in the Heart of Bed-Stuy,"$2,450 ",2br -
 (Prospect Park South),1/20/2020 17:46,New Construction Flex 2 Bedroom Apartment NO FEE,"$2,307 ",2br -
 (Midwood),1/20/2020 17:40,Renovated 2 Bedroom Apartment,"$1,850 ",2br -
 (Brighton Beach @ Neptune Ave & Brighton 1st),1/20/2020 17:34,"Beautiful Spaciouse 2 Bed Duplex-- Elevator, Parking +More","$3,250 ",2br -
 (_______Borough Park______Borough Park_______Borough Park____),1/20/2020 17:30,**______!!__LARGE_&_BRIGHT__!!_____Two__Bedroom__Apt__+__Laundry____**,"$2,000 ","2br -
                    900ft"
 (___Brooklyn Heights______Brooklyn Heights_______Brooklyn Hei),1/20/2020 17:28,**____!!_BRIGHT_&_LARGE_!!___STUDIO__Apartment___Brooklyn Heights___**,"$2,395 ",500ft
 (Park Slope),1/20/2020 17:28,Prime Park Slope studio 8th st 8th ave RENT STABILIZED GREAT DEAL,"$1,825 ",
 (______Bay Ridge__________Bay Ridge________Bay Ridge_________),1/20/2020 17:23,**____!!_BRIGHT_&_LARGE_!!___Three_Bedroom_Apartment___Bay Ridge__**,"$2,600 ","3br -
                    1000ft"
 (Bushwick @ evergren ave & Cornelia Street),1/20/2020 17:18,One of a Kind 3 Bed in Prime Bushwick Area,"$2,490 ",3br -
 (________Sunset Park_____Sunset Park_____Sunset Park______),1/20/2020 17:18,***_____!!_LARGE_!!______Two___Bedroom___Apartment____SUNSET PARK__***,"$2,000 ","2br -
                    900ft"
 (_______Kensington______Kensington______Kensington________),1/20/2020 17:14,**_____!!__LARGE_&_BRIGHT__!!______STUDIO__Apt__+__Laundry/Elevator_**,"$1,700 ",600ft
 (Bushwick),1/20/2020 17:12,Exposed brick with hardwood floors throughout!,"$1,850 ",2br -
 (___Crown Heights________Crown Heights_______Crown Heights___),1/20/2020 17:08,***_____!!__DEAL__!!_____One__Bedroom__Apartment___Crown Heights___***,"$1,950 ","1br -
                    600ft"
