area,date,description,price,size
 (Rego Park),1/8/2020 12:22,No Fee  1 Month Free * Renovated Spacious 2 Bed 1 Bath * By M/R Trains  Rego Par,"$2,451 ",2br -
 (Rego Park),1/8/2020 12:21,No Fee  1 Month Free * Spacious 1 Bed 1 Bath * By M/R Trains  Rego Park Mall !,"$1,867 ",1br -
 (Bushwick / Ridgewood / Glendale),1/8/2020 12:21,No Brokers Fee  1.5 Months Free * Brand New 3 Bed 2 Bath * Ridgewood * By M/ L T,"$3,184 ",3br -
 (Sunnyside),1/8/2020 12:20,Sunnyside * Gorgeous Spacious 1 Bed 1 Bath * By 7 Train  Shopping *,"$2,000 ",1br -
 (Kew Gardens),1/8/2020 12:20,Beautiful Spacious 1 Bed 1 Bath * Kew Gardens * By E/F Trains  LIRR *,"$1,895 ",1br -
 (Kew Gardens),1/8/2020 12:20,Gorgeous Renovated Spacious 2 Bed 1 Bath * Kew Gardens * By E/F Trains  LIRR *,"$2,279 ",2br -
 (Kew Gardens),1/8/2020 12:19,Gorgeous Renovated Spacious 1 Bed 1 Bath * Kew Gardens * By E/F Trains  LIRR *,"$1,925 ",1br -
 (Kew Gardens),1/8/2020 12:19,Gorgeous Spacious 2 Bed 1 Bath * Kew Gardens * By E/F Trains  LIRR *,"$2,150 ",2br -
 (Rego Park),1/8/2020 12:17,"Spacious Alcove Studio Separate Kitchen * Rego Park * By M,R,E,F Trains  Austin ","$1,768 ",
 (Woodhaven),1/8/2020 12:16,Gorgeous Renovated Spacious 2 Bed 1 Bath * Woodhaven * By J Train  Forest Park *,"$2,225 ",2br -
 (Eastelmhurst),1/8/2020 12:01,One bedroom apartment for rent,"$1,400 ",1br -
 (Ridgewood/Bushwick),1/8/2020 11:56,Great Ridgewood 3BR apartment **NO FEE**,"$2,600 ",3br -
 (Richmond hill),1/8/2020 11:43,Newly renovated 2 bedroom,"$1,500 ",
 (richmond hills),1/8/2020 11:33,large 1br apt,"$1,585 ",1br -
 (Ridgewood),1/8/2020 11:27,"RIDGEWOOD! Beautiful 3BR, Dishwasher, Laundry, Central A/C, NO FEE","$2,650 ",3br -
 (JAMAICA),1/8/2020 11:21,BEAUTIFUL SUNNY 2 BEDROOM APT NEAR ALL,"$1,900 ",2br -
 (Woodside),1/8/2020 11:21,Convenient 2BR near All! *ALL UTILITIES INCLUDED*,"$2,050 ","2br -
                    800ft"
 (near #7 train),1/8/2020 10:59,"$2,5oo ~ 3Bed 1Bath ~ 1st Floor",$25 ,"3br -
                    1100ft"
 (Astoria),1/8/2020 10:50,Astoria 2 bdrm.. Off 30th ave,"$1,900 ",2br -
 (Astoria),1/8/2020 10:47,---->Boulevard Leasing---->758 Square Foot Luxury Rental---->,"$2,550 ",1br -
 (Astoria),1/8/2020 10:42,NO FEE---LUX 1 BED--BALCONY---PARKING----PRIME ASTORIA,"$2,550 ","1br -
                    600ft"
,1/8/2020 10:20,Studio Astoria,"$1,600 ",
 (WOODSIDE),1/8/2020 10:15,___ GORGEOUS 1BR APT __ WOODSIDE AVENUE ^ 71 STREET __ EASY PROCESS,"$1,750 ",1br -
" (Astoria, NY)",1/8/2020 10:07,Sunny Spacious Apt!,"$2,500 ",2br -
 (College Point),1/8/2020 10:04,Three Bedroom Apartment INCLUDES HEAT First Floor,"$2,200 ",3br -
 (QUEENS N.Y),1/8/2020 9:47,TWO BEDROOM / ONE BATHROOM APARTMENT,"$1,850 ",2br -
 (jamaica queens),1/8/2020 9:20,3 bed room/ 2 bathroom apartment full master room with bathroom inside,"$2,500 ",3br -
,1/8/2020 8:57,Looking for apt,"$1,323 ",1br -
 (Rego Park),1/8/2020 7:58,6536 99th 4B- 900sqft Rent Stabilized 1br1ba,"$2,003 ","1br -
                    900ft"
 (Forest Hills),1/8/2020 7:23,Rent Stabilized 1 BR Walk 71st Ave Exp Sub & Austin St.,"$1,885 ","1br -
                    900ft"
 (Queens),1/8/2020 3:18,Looking For Affordable Housing,"$1,600 ",
" (Maspeth, Queens)",1/8/2020 1:41,2 Bedroom Apt in Maspeth Queens for rent vía AirBnB,$140 ,2br -
 (Forest Hills Gardens),1/7/2020 23:37,Spacious 2 Bedroom Duplex with One and a Half Bath,"$2,950 ","2br -
                    1150ft"
 (Jamaica),1/7/2020 23:21,One Bedroom Apartment,"$1,100 ","1br -
                    500ft"
 (Woodhaven / Glendale / Kew Gardens),1/7/2020 23:21,Gorgeous Renovated Large JR 1 Bed 1 Bath **Woodhaven** Elevator,"$1,700 ",1br -
 (Ridgewood),1/7/2020 23:20,No Fee* Gorgeous Renovated 1 Bed 1 Bath Near M Train *Ridgewood*,"$1,750 ",1br -
 (Briarwood/ Kew Gardens),1/7/2020 23:15,Gorgeous Fully Renovated 1 Bed 1 Bath in *Briarwood* Near E/F Train,"$1,725 ",1br -
 (Astoria/ 30th Avenue / Broadway),1/7/2020 23:11,*No Brokers Fee* Renovated 1 Bed 1 Bath in Astoria Near N & W Trains,"$2,285 ",1br -
 (Astoria/ 30th Avenue),1/7/2020 23:08,Renovated HUGE 1 Bed 1 Bath ** in ASTORIA *Near N/W Trains,"$2,150 ",1br -
 (Rego Park/ Forest Hills),1/7/2020 23:05,Renovated 1 Bed 1 Bath in Rego Park! Near M & R Trains !,"$1,775 ",1br -
 (Astoria/ Ditmars),1/7/2020 23:02,*No Fee* Sunny 3 Bed 2 Bath W/ Laundry + City Views Near N & W Trains,"$3,547 ",3br -
 (Howard Beach),1/7/2020 22:27,Huge Modern 3 Bedroom Apartment,"$2,500 ",3br -
 (Flushing),1/7/2020 21:51,Apartamento en Renta,"$2,000 ",2br -
 (astoria),1/7/2020 21:25,:) 2BR_PEN HOUSE_ELEVATOR+BALCONY+LAUNDRY_33street near 3Oth Avenue,"$2,980 ","2br -
                    1300ft"
 (ASTORIA),1/7/2020 21:10,NEW--LARGE_1BR _by NYS CLUB GYM 3Oth AVENUE -38ST,"$1,850 ","1br -
                    750ft"
 (Astoria),1/7/2020 21:02,OPEN HOUSE _NEW_MODER 1BR _LAUNDRY_ VIEWS_BROADWAY-38ST_N-W-R-M trains,"$1,850 ",1br -
 (ASTORIA),1/7/2020 20:59,1BR_NEW-MODERN_OPEN STYLE + LAUNDRY BROADWAY-38ST,"$1,850 ",1br -
 (Bayside/Auburdale Queens),1/7/2020 20:42,***Beautiful Studio Apt for Rent***,"$1,849 ",
 (ASTORIA),1/7/2020 20:14,NEW OPEN LAYOUT _1BR_3Oth AVENUE--33ST _ DOG=OK,"$1,925 ","1br -
                    750ft"
 (Bayside/Auburdale Queens),1/7/2020 20:12,***Beautiful 1 Bed/1Bath Apt for Rent***,"$2,067 ",1br -
 (Astoria),1/7/2020 20:09,OPEN STYLE_NEW _1br _@3Oth AVENUE - 33STREET DOG=OK,"$1,925 ","1br -
                    750ft"
 (Forest Hills),1/7/2020 19:49,NO FEE ! BEAUTIFUL 1 BD/AMMENTIES APARTMENT in FOREST HILLS,"$2,410 ",1br -
 (Long Island City),1/7/2020 19:07,Luxury 3 Bed Waterfront LIC + No FEE + 1 Mo/Free + GYM + YOGA,"$5,784 ","3br -
                    1300ft"
 (Long Island City),1/7/2020 18:56,Luxury 1 Bedroom + LIC + NO Fee + 1 Mo/Free + Pool + GYM + Yoga,"$3,715 ","1br -
                    700ft"
 (Long Island City),1/7/2020 18:51,Luxury Studio + LIC + NO FEE + 1 Month FREE + YOGA + GYM + POOL,"$2,650 ",550ft
 (Long Island City),1/7/2020 18:48,1 Bed / Flex 2 Options -- Rent Stabilized -- Video Tour Avail -- 2 Mon,"$2,907 ",1br -
 (Woodside),1/7/2020 18:45,Spacious and Sunny 1 bedroom - For Feb/Mar 1st move in,"$1,900 ",1br -
 (ELMHURST),1/7/2020 18:27,1ST FLOOR BEAUTIFUL 1BEDROOM ELMHURST LAUNDRY ELEVATOR 4 CLOSETS,"$2,005 ","1br -
                    770ft"
 (Flushing),1/7/2020 18:26,Free RENT Flushing- Great Building-Large Studio   New Appliances,"$1,650 ",400ft
 (Long Island City),1/7/2020 18:25,Large Flex -- Luxury Building -- Pet Friendly -- Video Tour Available,"$3,319 ",2br -
 (Richmond Hill),1/7/2020 18:15,3Bed Fully renovated apt.,"$2,500 ",3br -
 (Ridgewood),1/7/2020 18:10,NO FEE Renovated 3 bed in Ridgewood!!!!,"$2,650 ",3br -
 (Long Island City),1/7/2020 17:50,Amazing Flex -- Walls Allowed -- Video Tour Available -- W/D In Unit,"$2,854 ",1br -
 (Ridgewood),1/7/2020 17:49,Huge 1.5 bed railroad in Ridgewood!,"$2,062 ",1br -
 (Prospect Lefferts Gardens),1/7/2020 17:42,Beautiful 2bed Apartment with extra office room No Fee,"$2,250 ","2br -
                    1200ft"
 (Ridgewood),1/7/2020 17:24,Bright 1bed Ridgewood NO FEE Terrific Price,"$1,900 ","1br -
                    700ft"
,1/7/2020 17:18,One bedroom,"$1,975 ",1br -
 (Astoria),1/7/2020 17:17,1 bed Waterfront living in Astoria!!!,"$2,850 ",1br -
 (Holliswood),1/7/2020 17:15,1 bedroom and 2 bedroom available all utilities included new renovatio,"$1,800 ","2br -
                    900ft"
 (Astoria),1/7/2020 17:10,2 bed Waterfront living in Astoria!!!!,"$3,700 ",2br -
 (St.   Albans),1/7/2020 16:57,NEW HOUSE FOR RENT ALL NEW,"$3,000 ",3br -
 (QUEENS),1/7/2020 16:50,RENTO UN STUDIO / APARTAMENTO DE 2 DORMITORIOS X $2200,"$1,500 ",1br -
 (QUEENS),1/7/2020 16:42,RENTO STUDIO GRANDE / APARTAMENTO DE 2 DORMTIORIOS EN RENTA,"$1,500 ",
 (Long Island City),1/7/2020 16:39,Video Tour Available -- Split 2 Bed -- Direct Manhattan View-Brand New,"$4,150 ",2br -
 (Elmhurst),1/7/2020 16:30,Beautiful 1Br+1Bth Apartment (No Broker Fee) 1 Block from Subway,"$1,800 ",1br -
 (ASTORIA),1/7/2020 16:19,1BR W/YARD 30TH AVE   917-453-5416,"$1,600 ","1br -
                    500ft"
 (Woodhaven),1/9/2020 17:46,Gorgeous Renovated Large JR 1 Bed 1 Bath **Woodhaven** Elevator,"$1,700 ",1br -
 (Rego Park / Forest Hills),1/9/2020 17:41,Beautiful Large Renovated 1 Bedroom Apt in Rego Park Near M & R Trains,"$1,775 ",1br -
 (Ridgewood),1/9/2020 17:35,No Fee* Gorgeous Renovated 1 Bed 1 Bath Near M Train *Ridgewood*,"$1,750 ",1br -
 (KEW GARDENS),1/9/2020 17:23,"LARGE RENOVATED , CLOSE TO ALL SHOPPING.&TRANSP. IN CONDO BUILDING;","$2,000 ",2br -
" (QUEENS VILLAGE, QUEENS)",1/9/2020 17:18,1 Bedroom apartment $1250,"$1,250 ",1br -
 (Ridgewood),1/9/2020 16:53,Largest 2 bed 2 bath prime Ridgewood...Steps to M train,"$2,695 ",2br -
 (Long Island City),1/9/2020 16:52,Light up with this Explosive Studio for Lease in LIC,"$2,452 ",
 (Jamaica Estates),1/9/2020 16:27,Fully Renovated 3 Bedroom apt for Rent in Jamaica Estates,"$4,400 ",
 (Astoria),1/9/2020 16:22,"Stunning 3 Bed 2 Bath--Gym, laundry, roof deck and More...No Fee","$3,712 ",3br -
 (Jamaica Estates),1/9/2020 16:18,Beautiful Large Studio Apartment in Jamaica Estates,"$1,600 ",
 (South Ozone Park),1/9/2020 15:40,Two Bedroom Renovated,"$2,000 ",2br -
 (ASTORIA),1/9/2020 15:24,MODER 1BR + WASHER\DRYER_MANHATTAN VIEWS BROADWY-38ST (N-W-R-M TRAIN),"$1,850 ",1br -
 (ASTORIA),1/9/2020 15:23,MODER OPEN LAYOUT _NEW _1BR_ LAUNDRY-TOP FLOOR BROADWAY-38ST,"$1,850 ",1br -
 (BRIARWOOD),1/9/2020 15:18,BRIARWOOD- LUXURY RENOVATED STUDIOS APARTMENTS 7186583597,"$1,599 ",400ft
 (Jamaica Estates),1/9/2020 15:17,OPEN HOUSE! JAMAICA ESTATES RENO 2/2BTH/BALCONY  718-658-3597 $2499,"$2,499 ","2br -
                    1000ft"
 (Jamaica Estates),1/9/2020 15:17,JAMAICA ESTATES RENO ALCOVE STUDIO IN LUXURY BUILDINGS,"$1,649 ",550ft
 (Jamaica Estates),1/9/2020 15:16,OPEN HOUSE! JAMAICA ESTATES RENO 2/2BTH  718-658-3597 $2550,"$2,550 ","2br -
                    1000ft"
 (ASTORIA),1/9/2020 15:09,NEW_ 1BR_ $185O by NY SPORTS CLUB GYM by 3Oth AVENUE-38ST,"$1,850 ","1br -
                    750ft"
 (Ridgewood),1/9/2020 15:08,"Ridgewood *Stylish 2BR* Washer/Dryer, Near L M Train, Pets OK, NO FEE","$2,200 ",2br -
 (ASTORIA),1/9/2020 15:07,NEW _1BR_ $18OO_ OPEN HOUSE BROADWAY-33ST  2-block N_W train,"$1,800 ","1br -
                    700ft"
 (ozonepark),1/9/2020 15:03,Renovated Big 2BR on second floor,"$1,850 ",
 (Ridgewood),1/9/2020 15:02,NO Fee 2bed 2bath PRIME Ridgewood M-Train,"$2,700 ",2br -
 (astoria),1/9/2020 15:00,"Astoria exposed brick 2 bed, Two blocks from N train","$1,850 ",2br -
 (Jackson Heights),1/9/2020 14:58,Huge Studio - Jackson Heights - Elevator Building - No Fee,"$1,595 ",
 (Whitestone),1/9/2020 14:50,ID:1365424 Charming Whole House Rental inWhitestone,"$2,800 ",3br -
 (Bayside),1/9/2020 14:42,Lovely One Bedroom Apartment/Pets Ok,"$1,925 ",1br -
 (Ridgewood),1/9/2020 14:29,GORGEOUS 2 BDR +1 BATH FOR CAT LOVERS!!,"$2,000 ","2br -
                    2000ft"
 (Astoria),1/9/2020 13:57,**AMAZING STUDIO**BACKYARD**DITMARS AREA**ALL UTILITIES INCLUDED,"$1,600 ",
 (Jamaica Center ~ E-J-Z trains),1/9/2020 13:57,"$2,ooo(4-units left) 2Bed 1Bath's ~ w/Balcony+Rooftop",$1 ,"2br -
                    900ft"
 (near R+M trains),1/9/2020 13:50,$tudio for 1 Person,"$1,000 ","1br -
                    410ft"
 (Hollis),1/9/2020 13:47,Huge 2nd Floor 3 Bedroom 2 Bathroom Apt,"$2,450 ","3br -
                    1100ft"
 (Ridgewood),1/9/2020 13:45,"Ridgewood *Modern 2 Bed* Washer/Dryer in Unit, Pets Ok, Near L Train","$1,990 ",2br -
 (near #7 train),1/9/2020 13:41,"$2,5oo ~ 3Bed 1Bath ~ 1st Floor",$25 ,"3br -
                    1100ft"
 (Astoria),1/9/2020 13:35,"No Fee One Bedroom Apartment in Astoria, Townhome living","$1,950 ",1br -
 (Ridgewood),1/9/2020 13:34,Ridgewood - Gorgeous Duplex [3BR + Porch + Basement + Backyard] NO FEE,"$3,350 ","3br -
                    2000ft"
 (QUEENS),1/9/2020 13:34,"*************1-CUARTO APTO BEISMAN $1,150 *************","$1,150 ",1br -
 (QUEENS + NYC SKYLINE + WATER VIEW),1/9/2020 13:33,3BdRM +2.5Bath - Duplex Apartment! w/ Parking<~~~~~~~~FACIL VEA HOY~🔴,"$3,000 ",3br -
 (WOODHAVEN /CyPRESS HiLLS),1/9/2020 13:32,3CUARTOS LiSTO_______________________ 3BdRM ReADY,"$2,300 ",3br -
 (CyPRESS HiLLS + 1st floor + Jamaica Ave),1/9/2020 13:31,🔴3CUARTOS<~~~~~~~~~~~~~~~~~~ LiSTO RENTAR FACIL. 1er PISO,"$2,400 ",3br -
 (Jamaica),1/9/2020 13:31,2CUARTOS APTO____________Facil Rentar<~~~~~~~~~~~~~~~~~~🔴,"$1,800 ",2br -
 (Richmond Hill),1/9/2020 13:25,Pet friendly 3 bedroom apartment / Departamento de 3 cuartos,"$2,375 ",3br -
 (Long Island City),1/9/2020 13:15,"Affordability, Location, Luxury All in One.","$2,700 ",1br -
 (College Point),1/9/2020 12:38,"3 Bedrooms Apt for Rent $2,400 READY TO MOVE IN","$2,350 ",3br -
 (Astoria),1/9/2020 12:36,Apartments for Rent next to Astoria Park & Water 718-726-0003,"$1,895 ",1br -
 (Astoria),1/9/2020 12:28,BRAND NEW---LUX---2 BED----2 BALCONY--ALL UTILITIES INCLUDED--PRIME AS,"$2,699 ",2br -
 (Ridgewood),1/9/2020 11:55,Massive real 2 bed  in Sunny Ridgewood!!!,"$2,300 ",2br -
 (Forest Hills),1/9/2020 11:49,Heart Of Forest Hills-Renovated-Doorman Bldg-No Board Approval,"$1,850 ",1br -
 (woodside/sunnyside),1/9/2020 11:47,very large 2br apt,"$2,450 ",2br -
 (Astoria),1/9/2020 11:41,HUGE EXTRA BRIGHT 1 BED IN PRIME ASTORIA LOCATION!!!,"$1,900 ","1br -
                    700ft"
 (Forest Hills),1/9/2020 11:33,))) House For Rent (((,"$4,200 ","4br -
                    2000ft"
 (Rego Park/Forest Hill),1/9/2020 11:26,Large Excellent Condition 2 Bedroom - 5 Mins to Subway-No Fee,"$2,000 ","2br -
                    1000ft"
 (25mins to Midtown),1/9/2020 11:23,"$2,5oo 3Bed 1Bath near R+M+#7 trains",$2 ,"3br -
                    1000ft"
 (10mins to Midtown),1/9/2020 11:21,Utilities Included ~ 1Bed-1Bath w/Backyard,"$1,350 ","1br -
                    680ft"
 (Flushing),1/9/2020 11:18,ID:1361454 Beautiful Spacious Renovated Apartment for Rent,"$2,350 ",3br -
 (College Point),1/9/2020 10:57,Renovated 3 Bedrooms Apt,"$2,350 ",3br -
 (KEW GARDENS),1/9/2020 10:44,SPACIOUS 2 BEDROOM in KEW GARDENS,"$2,175 ",2br -
 (Elmhurst),1/9/2020 10:44,Newly Renovated... 1 Bed... Balcony... Good area,"$1,750 ",1br -
 (Bayside),1/9/2020 10:33,Everything Included... Fully Renovated... 2 bed... Good Area,"$2,198 ",2br -
 (Jamaica),1/9/2020 10:30,Beautiful 2 Bedroom with Graden & Parking!,"$2,000 ","2br -
                    1000ft"
 (Corona),1/9/2020 10:25,Fully Renovated Apartment... 3 bed... Bright... Good area,"$2,598 ",3br -
 (Astoria),1/9/2020 10:15,$1850 1 Bedroom in Ditmars Blvd!,"$1,850 ","1br -
                    700ft"
 (Flushing),1/9/2020 10:12,Huge 2 Bedroom Apartment for Rent,"$2,250 ",
 (Richmond hill),1/9/2020 10:08,1 Br apt for rent all utilities included,"$1,400 ",
 (Astoria),1/9/2020 10:04,$1750 1 Bedroom in Ditmars Blvd with backyard!,"$1,750 ","1br -
                    600ft"
 (FLUSHING),1/9/2020 9:42,$1950/2 BDRM/1ST MONTH RENT FREE/LARGE RENOVATED OFF SAFFORD AVE,"$1,950 ",2br -
 (ASTORIA),1/9/2020 8:41,VERY LARGE 3 BEDROOM APARTMENT BROADWAY @ 41 STREET,"$3,400 ","3br -
                    1300ft"
 (ASTORIA),1/9/2020 8:39,VERY LARGE 2 BEDROOM APARTMENT 36TH AVENUE @ 30 STREET,"$2,500 ","3br -
                    1200ft"
 (ASTORIA),1/9/2020 8:37,LUXURY 1 BEDROOM APARTMENT BROADWAY @ 37 STREET,"$1,950 ","1br -
                    650ft"
 (Richmond Hill),1/9/2020 8:33,Apartamento de Renta,"$1,725 ",1br -
 (BRONX),1/9/2020 4:47,3 BEDROOMS AVAILABLE,"$2,200 ",3br -
 (Woodside),1/8/2020 23:18,Appartment for Rent,"$2,500 ",3br -
" (Astoria, NY)",1/8/2020 22:49,NO BROKER FEE! 1 Bdrm 2 Bath Duplex w/ HUGE balcony,"$2,782 ","1br -
                    850ft"
 (Ridgewood),1/8/2020 22:24,"Newly Renovated 3 Bed, 2 Bath in the Heart of Ridgewood","$3,000 ",3br -
 (Upper East Side),1/8/2020 21:37,"Also available for sale . Spacious one bedroom, 1.5 bathroom duplex.","$3,400 ",
 (JAMAICA),1/8/2020 21:26,3 bedrooms 2 baths Renovated,"$2,399 ",3br -
 (jamaica),1/8/2020 21:19,Renovated 2 Bedrooms for rent *will not last,"$1,850 ",2br -
 (Long Island City),1/8/2020 21:13,LIC 1 bed for Rent! $2850 No broker fee// 1 min to N/W/7!,"$2,850 ","1br -
                    732ft"
 (woodside),1/8/2020 21:03,Spacious Renovated 1 Bdrm Apt-Utilities Included;1/2 block to subway,"$1,750 ",1br -
 (Ridgewood Queens),1/8/2020 20:47,Completely and beautifully renovated floor through ( railroad style ),"$2,000 ",2br -
" (Ridgewood, Queens)",1/8/2020 20:40,Gorgeous bright super spacious rail road style recently renovated,"$1,900 ",2br -
 (Long Island City),1/8/2020 20:36,LUXE LIC STUDIO*$2400-$2600*1FM|12MN*PAY NET RENT!CALL 917.951.5062,"$2,400 ",
 (43rd Ave & 48th Street),1/8/2020 20:31,"Gorgeous 2 Bedroom in Sunnyside, Queens","$2,000 ",2br -
 (41st and Queens Blvd),1/8/2020 20:26,"2 beauriful large bedroom aprtment, elevated building, Near 7 train","$1,900 ",1br -
 (Ridgewood),1/8/2020 20:21,"💫2BR/2Bath with private Backyard | Close to M, L Trains | NO FEE💫","$2,550 ",2br -
 (Woodside),1/8/2020 19:02,Studio apartment  in woodside,"$1,750 ",1br -
 (Maspeth),1/8/2020 18:49,~ Beautiful Recent Renovated 2 BEDROOM close to Juniper Valley Park!,"$2,300 ",2br -
 (Bayside),1/8/2020 18:42,Two bedroom apartment for rent.   Heat and hot water included.,"$2,200 ",
 (Jackson heights),1/8/2020 18:36,Gorgeous ** Studio ** Pets ok near the 7 train utilities included!,"$1,650 ",
 (Briarwood),1/8/2020 18:33,Newly renovated ** 1 Bedroom ** UTILITIES INCLUDED! F TRAIN,"$1,725 ",1br -
 (FLUSHING),1/8/2020 18:30,NO FEE! ** 1 Bedroom ** Utilities included!,"$1,795 ",1br -
 (East Elmhurst),1/8/2020 18:28,Large one bedroom Apartment for rent,"$1,775 ","1br -
                    750ft"
 (SUNNYSIDE),1/8/2020 18:26,MOVE IN READY! ** 1 BEDROOM ** LAUNDRY IN BUILDING 7 TRAIN,"$1,950 ",1br -
 (OAKLAND GARDENS/BAYSIDE/FRESH MEADOW),1/8/2020 18:25,SPACIOUS! ** 1 BEDROOM ** LAUNDRY IN BUILDING,"$1,750 ",1br -
 (Kew Gardens),1/8/2020 18:24,Beautiful ** 1 Bedroom ** Laundry in building LIRR,"$1,875 ",1br -
 (Kew Gardens),1/8/2020 17:49,11866 METROPOLITAN AVE-6L,"$2,400 ",3br -
 (Woodside),1/8/2020 17:45,Amazing duplex 4 bedroom with 1 parking space included,"$3,200 ","4br -
                    1800ft"
 (Ridgewood),1/8/2020 17:41,Gorgeous 2.5 bed in Ridgewood!!!,"$2,100 ",2br -
 (Middle Village),1/8/2020 16:50,Two Bedroom in Middle Village,"$2,200 ",2br -
 (Elmhurst),1/8/2020 16:47,Beautiful 3 bedroom with heat and 1 parking space included,"$2,700 ","3br -
                    1300ft"
 (Kew Gardens),1/8/2020 16:46,"$ 2500 Big Magnificent, Stunning 3 Bedroom Apartment. A MUST SEE","$2,500 ","3br -
                    1100ft"
 (Queens Village),1/8/2020 16:39,4 Bedroom Apartment(Queens Village),"$2,700 ",4br -
 (Rego Park),1/8/2020 16:37,Luxury 2 Bedroom + 2 Bath + Rego Park + No FEE + Rent Stabilized + GYM,"$3,226 ","2br -
                    1000ft"
" (MURRAY HILL, FLUSHING)",1/8/2020 16:36,FANTASTIC RENOVATED SUNNY 3BR*1.5 BATH*QUIET BLOCK*GREAT LOCATION,"$2,425 ",3br -
 (Rego Park),1/8/2020 16:29,Luxury Studio + Rego Park + No Fee + Rent Stabilized + Amenities!,"$2,238 ",550ft
 (Forest Hills),1/8/2020 16:24,Three Bedroom in Forest Hills,"$2,500 ",3br -
 (Forest Hills),1/8/2020 16:23,"No Fee . Nice Two Bedroom 2 Balcony Apt. Nr QNS Blvd. E,F,R, Subways.","$2,088 ",2br -
" (35-56 94th St, Flushing, NY)",1/8/2020 16:23,"Renovated 1BR Apt,Sunny Apt,New APPL,Hwd Flrs,H&H/W incl. (3556-94th)","$1,795 ",1br -
 (Astoria),1/8/2020 16:19,*NEW CONSTRUCTION**LAUNDRY**AMENITIES**,"$2,550 ",1br -
 (OZONE PARK),1/8/2020 16:06,1 BEDROOM APARTMENT CLOSE TO EVERYTHING. 1ST FLOOR,"$1,580 ",
 (Astoria),1/8/2020 15:58,Luxury Rentals--No Fee--pets ok,"$2,549 ",1br -
 (OZONE PARK  A.TRAIN),1/8/2020 15:52,"1 bedroom ""Sunny apartment""","$1,400 ",1br -
 (Queens),1/8/2020 15:51,Apartment for Rent,"$2,500 ",3br -
 (Astoria),1/8/2020 15:46,Stunning Astoria Apartment For Rent ! Next To Ferry,"$2,400 ",2br -
 (Astoria / Ditmars),1/8/2020 15:45,Gorgeous Renovated 1 Bed 1 Bath in ASTORIA *Near N & W Trains,"$1,995 ",1br -
 (elmhurst),1/8/2020 15:44,LOW BROKER FEE SPACIOUS 1BEDROOM ELEVATOR ELMHURST,"$1,875 ","1br -
                    600ft"
 (Forest Hills),1/8/2020 15:36,Large L-Shaped Alcove Studio Close to E – F Express Trains – $1650,"$1,650 ",650ft
 (Astoria),1/8/2020 15:34,** Queen size bedrooms ** Upper Ditmars Area **,"$2,450 ","2br -
                    850ft"
 (Long Island City),1/8/2020 15:31,NO FEE---LUX 1 BED---PRIME LIC---5 MIN TO MIDTOWN,"$3,053 ","1br -
                    700ft"
 (ELMHURST),1/8/2020 15:29,1ST FLOOR BEAUTIFUL 1BEDROOM ELMHURST LAUNDRY ELEVATOR 4 CLOSETS,"$2,005 ","1br -
                    770ft"
 (Astoria),1/8/2020 15:29,*** Luxury building *** Near subway*** NO FEE ***,"$2,549 ",1br -
 (Astoria/ Broadway),1/10/2020 20:31,No Fee* Renovated JR 1 Bedroom Near N & W Train in Astoria,"$1,935 ",1br -
 (Elmhurst),1/10/2020 20:00,電梯樓Elmhurst nice 1-2bed $2100 for rent,"$2,100 ","2br -
                    800ft"
 (Woodside),1/10/2020 19:58,Woodside nice 2bed apt for rent close to Mr train,"$1,800 ","2br -
                    800ft"
 (College point),1/10/2020 19:51,Beautiful 1st floor+basement,"$2,650 ","3br -
                    1200ft"
 (Flushing  137-02 Northern Blvd NY 11354),1/10/2020 19:30,"Flushing Apartment building studio:1650, 1 br:$1900, 2br:$2225.","$1,650 ",
 (Brooklyn),1/10/2020 19:18,NO FEE HUGE 2bed two bathrooms - Washer and dryer in unit,"$4,070 ",2br -
" (Astoria, Queens / Call Christina)",1/10/2020 18:52,ASTORIA ▶BRAND NEW 1 BEDROOM..PRIVATE BACKYARD..2 BLOCKS TO NW TRAINS,"$2,100 ",1br -
 (Flushing 136-43 37th Ave  Flushing NY 11354),1/10/2020 18:50,"Flushing apartment building 1br:$1950, 2br 2bath:$2650.","$1,950 ",1br -
 (Sunnyside),1/10/2020 18:29,"1 furnished bdr with bath, utility and internet 01/13/20-03/13/20","$1,200 ",1br -
 (Kew Gardens),1/10/2020 17:17,Gorgeous Renovated Spacious 2 Bed 1 Bath * Kew Gardens * By E/F Trains  LIRR *,"$2,250 ",2br -
 (Kew Gardens),1/10/2020 17:17,Gorgeous Renovated Spacious 1 Bed 1 Bath * Kew Gardens * By E/F Trains  LIRR *,"$1,875 ",1br -
